Premium Price,Conversion,Customer Age,Customer Gender,Location,Vehicle Make,Vehicle Age,Coverage Type,Claims History,Discounts Offered,Policy Duration,Customer Loyalty,Marketing Channel,Competitor Pricing,Sales Campaigns
646,0.0,39,Other,Suburban,Volkswagen,9,Liability,0,191,6,1,Online,721,2
1315,0.0,62,Female,Suburban,Mercedes,0,Third-Party,2,340,6,0,Agent,1451,2
1172,0.0,40,Male,Urban,Chevrolet,3,Third-Party,2,54,12,0,Social Media,1363,0
116,0.0,47,Female,Urban,Toyota,12,Collision,2,412,12,6,Social Media,166,4
1295,0.0,35,Female,Rural,Mercedes,5,Comprehensive,0,333,12,5,Online,1208,3
1343,0.0,49,Female,Rural,Volkswagen,14,Collision,3,310,12,6,Agent,1357,1
257,0.0,24,Female,Suburban,Honda,13,Third-Party,4,187,6,0,Online,173,1
576,0.0,50,Female,Suburban,Nissan,2,Third-Party,3,168,6,9,Agent,735,1
1169,0.0,22,Male,Urban,Nissan,18,Third-Party,3,207,6,2,Online,1334,3
1496,0.0,66,Female,Suburban,Hyundai,5,Liability,3,8,6,6,Referral,1578,4
617,0.0,45,Male,Rural,Toyota,1,Collision,4,5,12,9,Social Media,621,0
198,0.0,25,Other,Urban,BMW,8,Collision,4,101,12,9,Online,292,2
1160,0.0,32,Female,Suburban,Volkswagen,12,Third-Party,0,412,12,8,Agent,1322,2
379,0.0,69,Female,Urban,Honda,17,Collision,1,145,6,5,Social Media,267,4
1472,0.0,21,Other,Rural,BMW,11,Third-Party,4,279,12,7,Online,1489,0
596,0.0,51,Male,Rural,Toyota,3,Third-Party,4,50,12,8,Television,714,2
401,0.0,22,Female,Rural,Hyundai,6,Collision,1,272,12,6,Social Media,275,0
280,0.0,50,Other,Suburban,Chevrolet,11,Comprehensive,4,227,6,8,Television,373,4
706,0.0,22,Other,Suburban,BMW,10,Third-Party,3,276,12,9,Agent,578,4
1222,0.0,55,Female,Suburban,Honda,6,Third-Party,4,82,12,3,Referral,1384,4
799,0.0,51,Male,Suburban,Ford,9,Collision,0,317,6,8,Referral,823,2
1092,0.0,43,Male,Suburban,Nissan,8,Collision,4,470,6,8,Agent,1070,0
1239,0.0,18,Female,Suburban,BMW,1,Collision,1,346,12,1,Television,1118,1
290,0.0,21,Other,Rural,Kia,4,Third-Party,3,116,12,8,Referral,330,1
352,0.0,56,Female,Rural,Honda,9,Comprehensive,1,74,12,2,Referral,363,2
1080,0.0,43,Male,Suburban,Ford,13,Comprehensive,4,473,6,6,Television,1270,3
1027,0.0,50,Other,Rural,Kia,15,Comprehensive,4,372,6,2,Online,987,3
1284,0.0,50,Female,Urban,Mercedes,1,Third-Party,0,309,12,4,Referral,1160,4
1379,0.0,25,Other,Suburban,Kia,18,Collision,3,394,6,1,Referral,1213,0
1446,0.0,37,Male,Urban,Mercedes,8,Comprehensive,4,170,6,9,Online,1313,1
227,0.0,33,Male,Suburban,Honda,13,Comprehensive,0,213,6,9,Television,89,4
117,0.0,38,Male,Suburban,Hyundai,14,Comprehensive,0,376,12,2,Television,267,2
665,0.0,62,Female,Rural,Toyota,18,Third-Party,1,210,6,9,Online,558,3
669,0.0,43,Other,Urban,Honda,7,Collision,3,391,6,3,Referral,599,2
1446,0.0,40,Female,Rural,Toyota,14,Liability,2,150,12,9,Online,1542,0
785,0.0,35,Female,Suburban,Nissan,7,Collision,0,239,6,5,Agent,675,0
725,0.0,48,Female,Urban,Ford,3,Collision,2,120,12,5,Online,690,0
1411,0.0,69,Female,Suburban,Chevrolet,5,Collision,1,308,6,2,Social Media,1588,3
953,0.0,59,Other,Rural,Chevrolet,10,Comprehensive,0,214,12,2,Television,1014,3
1061,0.0,29,Other,Suburban,Volkswagen,11,Collision,3,295,6,8,Referral,1237,4
254,0.0,18,Female,Suburban,Chevrolet,8,Comprehensive,2,264,6,9,Referral,61,2
589,0.0,59,Female,Rural,Honda,17,Third-Party,3,151,6,1,Agent,698,1
884,0.0,26,Male,Suburban,Kia,16,Liability,2,331,6,3,Referral,771,1
1227,0.0,20,Male,Urban,Honda,2,Third-Party,1,75,12,4,Agent,1181,1
345,0.0,68,Other,Rural,BMW,12,Third-Party,0,223,6,7,Agent,413,3
1299,0.0,43,Male,Suburban,Mercedes,5,Liability,0,129,6,7,Television,1310,4
1162,0.0,26,Other,Rural,Nissan,13,Collision,1,250,6,5,Agent,1094,0
858,0.0,59,Other,Suburban,BMW,0,Collision,4,325,12,1,Television,984,0
637,0.0,68,Other,Rural,Nissan,3,Comprehensive,2,259,6,9,Agent,494,4
1020,0.0,33,Male,Rural,Chevrolet,17,Collision,2,316,6,9,Online,975,3
507,0.0,41,Male,Urban,BMW,10,Liability,4,204,6,0,Television,343,1
624,0.0,67,Other,Rural,Mercedes,10,Third-Party,1,125,12,6,Social Media,644,2
927,0.0,31,Other,Urban,Hyundai,7,Collision,3,191,6,9,Online,960,3
1002,0.0,20,Female,Rural,Mercedes,3,Comprehensive,3,35,12,0,Agent,924,1
135,0.0,51,Other,Rural,Kia,1,Third-Party,1,40,6,2,Social Media,69,0
784,0.0,50,Other,Suburban,Toyota,0,Third-Party,3,358,6,8,Television,673,4
119,0.0,67,Female,Suburban,Nissan,9,Comprehensive,1,165,12,5,Social Media,157,4
420,0.0,41,Other,Suburban,Honda,16,Third-Party,2,337,6,7,Social Media,405,1
611,0.0,26,Other,Rural,Mercedes,6,Comprehensive,2,142,12,8,Agent,493,3
499,0.0,30,Other,Rural,Ford,6,Comprehensive,4,303,12,6,Online,372,1
753,0.0,19,Female,Urban,Nissan,12,Liability,1,352,12,7,Social Media,736,3
1071,0.0,24,Male,Urban,Toyota,0,Liability,3,233,6,3,Online,1232,0
570,0.0,65,Other,Urban,Ford,0,Collision,1,413,6,4,Social Media,479,4
1266,0.0,38,Female,Suburban,Hyundai,12,Liability,0,227,12,6,Television,1416,3
1215,0.0,36,Other,Suburban,Hyundai,0,Third-Party,4,190,6,8,Agent,1242,0
1477,0.0,42,Female,Urban,Nissan,5,Collision,0,24,12,7,Social Media,1386,2
933,0.0,64,Other,Rural,Ford,9,Collision,4,259,6,6,Agent,994,1
826,0.0,39,Female,Suburban,BMW,0,Comprehensive,4,17,12,3,Online,713,3
953,0.0,28,Male,Suburban,Chevrolet,4,Liability,4,428,12,0,Social Media,1038,1
150,0.0,50,Male,Urban,Ford,1,Comprehensive,0,119,6,0,Television,-42,1
674,0.0,49,Male,Suburban,Ford,2,Collision,4,352,12,4,Referral,538,4
1313,0.0,38,Other,Urban,Kia,2,Comprehensive,1,83,12,6,Online,1418,1
1248,0.0,56,Female,Suburban,Volkswagen,17,Third-Party,1,489,6,7,Agent,1286,2
249,0.0,37,Other,Rural,BMW,7,Third-Party,0,212,6,6,Online,447,4
413,0.0,25,Other,Rural,Volkswagen,8,Collision,2,448,6,3,Television,526,1
669,0.0,59,Female,Suburban,Ford,1,Third-Party,2,481,12,6,Agent,602,2
1465,0.0,54,Other,Urban,Ford,1,Liability,0,328,6,5,Agent,1471,3
404,0.0,26,Female,Suburban,Honda,15,Collision,4,64,12,7,Agent,530,0
781,0.0,42,Female,Urban,Kia,6,Liability,4,366,6,8,Referral,882,2
937,0.0,42,Male,Suburban,Volkswagen,3,Third-Party,4,26,6,0,Referral,1083,3
1177,0.0,50,Male,Rural,Volkswagen,4,Comprehensive,0,206,6,1,Agent,1370,3
1102,0.0,19,Male,Rural,Honda,0,Liability,4,87,12,7,Referral,997,3
543,0.0,36,Female,Suburban,Toyota,9,Liability,1,443,6,6,Agent,514,0
712,0.0,63,Male,Suburban,Nissan,12,Third-Party,4,442,12,6,Television,548,1
1092,0.0,37,Female,Suburban,Chevrolet,14,Liability,0,408,6,2,Agent,1201,1
363,0.0,59,Other,Rural,Honda,0,Liability,4,417,6,6,Referral,264,1
1176,0.0,58,Male,Rural,BMW,17,Comprehensive,1,235,6,3,Television,1203,2
1103,0.0,59,Female,Urban,Mercedes,13,Collision,0,49,6,9,Television,1136,0
104,0.0,46,Female,Suburban,Toyota,17,Third-Party,2,182,6,9,Referral,198,4
1226,0.0,23,Female,Suburban,Hyundai,11,Comprehensive,0,393,6,1,Agent,1341,0
1319,0.0,34,Female,Rural,Mercedes,11,Comprehensive,3,477,12,0,Referral,1159,4
873,0.0,42,Male,Suburban,Honda,4,Collision,2,364,12,7,Online,720,3
976,0.0,55,Male,Urban,Toyota,6,Collision,2,232,12,4,Referral,1109,1
1091,0.0,21,Male,Suburban,Hyundai,12,Third-Party,0,185,12,9,Television,1148,4
983,0.0,47,Female,Rural,Ford,8,Third-Party,3,88,12,3,Agent,934,1
1473,0.0,37,Other,Suburban,Kia,5,Third-Party,2,386,12,8,Social Media,1282,0
146,0.0,20,Female,Rural,Mercedes,6,Comprehensive,4,85,6,4,Agent,335,1
966,0.0,40,Other,Urban,Mercedes,17,Liability,3,103,6,9,Television,896,1
922,0.0,68,Male,Urban,Honda,14,Collision,3,109,6,1,Agent,911,2
1035,0.0,35,Female,Suburban,Mercedes,7,Third-Party,0,119,12,8,Television,1088,4
755,0.0,43,Female,Suburban,Ford,19,Third-Party,0,87,12,9,Social Media,884,2
368,0.0,53,Male,Rural,Volkswagen,15,Comprehensive,0,55,6,6,Referral,333,0
469,0.0,25,Female,Urban,Toyota,16,Third-Party,3,154,12,8,Online,353,3
735,0.0,34,Other,Urban,Mercedes,2,Comprehensive,1,89,12,4,Agent,559,3
1229,0.0,48,Other,Urban,Toyota,12,Liability,0,399,6,6,Social Media,1222,1
756,0.0,54,Other,Urban,Hyundai,8,Comprehensive,1,293,12,7,Agent,591,3
219,0.0,62,Female,Suburban,Hyundai,19,Collision,2,360,12,3,Online,339,2
930,0.0,50,Female,Suburban,Mercedes,14,Comprehensive,4,436,6,7,Online,901,1
1181,0.0,44,Other,Rural,Mercedes,15,Liability,4,195,6,6,Online,1232,1
1469,0.0,62,Female,Urban,Hyundai,15,Liability,1,22,6,2,Social Media,1432,4
840,0.0,21,Other,Suburban,BMW,18,Collision,3,82,12,7,Online,983,1
216,0.0,39,Male,Suburban,Hyundai,3,Comprehensive,4,183,12,3,Online,258,3
890,0.0,43,Other,Urban,BMW,18,Collision,1,206,12,1,Online,724,4
1250,0.0,49,Male,Suburban,Chevrolet,18,Liability,0,222,12,8,Online,1391,2
1112,0.0,41,Male,Rural,Ford,1,Comprehensive,1,87,6,7,Social Media,1277,3
1181,0.0,63,Male,Rural,Ford,5,Third-Party,2,458,6,3,Agent,1124,3
733,0.0,52,Other,Urban,Toyota,12,Liability,1,52,12,2,Social Media,915,3
612,0.0,54,Other,Rural,Kia,14,Liability,0,201,6,2,Social Media,575,2
901,0.0,49,Female,Suburban,Honda,9,Collision,1,199,12,5,Online,889,4
1219,0.0,24,Female,Rural,Toyota,9,Liability,0,194,6,1,Referral,1241,4
1241,0.0,50,Male,Suburban,Mercedes,3,Collision,0,402,6,2,Agent,1109,3
659,0.0,48,Other,Urban,Nissan,13,Comprehensive,2,3,12,0,Agent,632,1
587,0.0,29,Female,Urban,Hyundai,7,Third-Party,2,412,12,9,Referral,733,1
1360,0.0,28,Female,Suburban,Nissan,5,Third-Party,4,428,12,4,Agent,1301,3
996,0.0,41,Female,Suburban,Chevrolet,11,Collision,0,360,12,2,Online,896,1
1395,0.0,25,Other,Rural,Chevrolet,7,Third-Party,0,20,12,6,Online,1470,2
1312,0.0,49,Female,Suburban,Volkswagen,5,Third-Party,0,309,6,8,Online,1139,4
803,0.0,55,Male,Urban,Chevrolet,14,Liability,4,243,6,4,Online,973,2
680,0.0,39,Other,Suburban,Toyota,18,Liability,3,125,6,1,Television,863,3
889,0.0,51,Female,Rural,Hyundai,13,Comprehensive,2,364,12,1,Online,950,1
960,0.0,36,Female,Rural,Honda,2,Liability,2,200,12,3,Television,960,3
346,0.0,69,Other,Suburban,Toyota,17,Liability,0,51,12,9,Agent,423,2
1199,0.0,37,Female,Rural,Hyundai,9,Liability,4,242,6,8,Agent,1341,4
253,0.0,31,Female,Rural,Kia,13,Liability,0,495,6,1,Television,305,0
1096,0.0,50,Male,Urban,Kia,13,Third-Party,2,401,12,4,Agent,1031,3
1209,0.0,27,Other,Suburban,BMW,6,Third-Party,4,210,12,6,Social Media,1137,3
796,0.0,33,Female,Urban,Hyundai,6,Third-Party,1,144,6,9,Referral,666,3
1408,0.0,21,Other,Urban,Honda,10,Liability,2,43,12,3,Social Media,1583,3
1343,0.0,44,Other,Rural,Mercedes,17,Third-Party,1,106,12,6,Television,1331,4
1192,0.0,45,Male,Urban,Nissan,9,Comprehensive,3,151,6,6,Referral,1372,4
1170,0.0,60,Male,Suburban,BMW,14,Comprehensive,1,112,12,1,Television,1286,2
1108,0.0,33,Other,Suburban,Volkswagen,11,Liability,4,389,12,1,Online,1239,0
193,0.0,69,Male,Suburban,Kia,16,Third-Party,1,222,12,1,Referral,159,3
1057,0.0,50,Male,Urban,Mercedes,16,Comprehensive,3,154,12,8,Television,937,2
1111,0.0,65,Female,Suburban,Mercedes,0,Collision,2,430,12,0,Online,960,4
552,0.0,36,Male,Suburban,Nissan,5,Liability,3,481,6,5,Agent,687,1
1327,0.0,38,Male,Urban,Volkswagen,14,Comprehensive,4,173,6,6,Television,1322,4
1011,0.0,39,Female,Urban,Ford,18,Comprehensive,1,346,12,8,Referral,1039,4
317,0.0,26,Female,Urban,Nissan,13,Comprehensive,1,346,12,2,Agent,381,1
573,0.0,26,Other,Urban,Hyundai,9,Collision,4,162,6,8,Television,381,1
531,0.0,26,Male,Rural,Toyota,9,Collision,0,184,6,6,Television,406,2
440,0.0,44,Female,Urban,Toyota,6,Collision,4,395,12,4,Agent,390,0
650,0.0,34,Male,Urban,Nissan,6,Comprehensive,4,284,12,4,Online,681,0
1412,0.0,61,Other,Suburban,BMW,13,Collision,3,312,6,6,Referral,1476,4
1377,0.0,62,Male,Suburban,Toyota,14,Liability,3,197,12,9,Online,1548,1
456,0.0,25,Male,Urban,Toyota,19,Collision,4,54,12,5,Referral,433,4
122,0.0,33,Male,Urban,Ford,8,Liability,2,420,6,7,Agent,235,0
621,0.0,35,Female,Urban,Kia,14,Comprehensive,1,70,12,9,Online,541,0
1223,0.0,50,Female,Suburban,Hyundai,8,Third-Party,4,197,6,9,Social Media,1065,3
901,0.0,18,Other,Suburban,Honda,6,Liability,0,52,6,8,Social Media,830,0
1303,0.0,29,Male,Urban,Hyundai,10,Liability,1,466,12,5,Television,1341,3
1346,0.0,23,Other,Suburban,Mercedes,4,Liability,2,13,6,2,Online,1430,4
861,0.0,58,Other,Suburban,Kia,8,Comprehensive,4,497,12,8,Television,810,2
541,0.0,22,Female,Urban,Mercedes,5,Liability,2,20,6,1,Online,655,0
868,0.0,33,Male,Suburban,Nissan,6,Comprehensive,1,461,12,4,Referral,778,3
1115,0.0,35,Male,Urban,Kia,13,Liability,0,359,6,9,Referral,1048,2
1448,0.0,66,Other,Rural,Volkswagen,18,Comprehensive,1,13,6,3,Agent,1486,2
615,0.0,35,Male,Rural,Honda,10,Third-Party,1,308,12,1,Social Media,599,4
1139,0.0,18,Female,Rural,Volkswagen,6,Comprehensive,4,114,6,5,Social Media,1146,1
891,0.0,36,Other,Suburban,Mercedes,5,Comprehensive,1,351,12,9,Agent,1075,2
435,0.0,25,Other,Rural,Mercedes,3,Third-Party,4,217,6,6,Agent,370,4
357,0.0,20,Female,Suburban,Honda,13,Comprehensive,4,382,12,1,Agent,345,1
596,0.0,42,Female,Urban,Mercedes,2,Comprehensive,2,194,6,2,Agent,467,2
995,0.0,22,Female,Rural,Volkswagen,16,Liability,0,206,12,4,Online,1051,4
259,0.0,57,Female,Suburban,Nissan,14,Comprehensive,4,340,6,8,Agent,325,4
951,0.0,36,Female,Rural,Kia,0,Liability,3,349,12,6,Television,758,3
789,0.0,35,Female,Suburban,Kia,10,Third-Party,2,431,6,2,Agent,639,4
479,0.0,67,Other,Suburban,Nissan,12,Comprehensive,4,494,12,9,Online,565,2
1056,0.0,48,Male,Urban,Honda,2,Third-Party,4,461,12,3,Social Media,1221,2
790,0.0,50,Male,Suburban,Kia,12,Third-Party,2,110,6,6,Social Media,753,0
1391,0.0,64,Other,Suburban,Honda,17,Collision,1,439,12,0,Social Media,1390,2
1291,0.0,35,Male,Rural,BMW,8,Comprehensive,4,166,6,3,Online,1181,1
1166,0.0,56,Male,Urban,BMW,1,Comprehensive,0,100,12,0,Agent,1250,0
384,0.0,33,Other,Suburban,Hyundai,7,Liability,4,168,12,4,Referral,567,4
496,0.0,33,Male,Rural,Hyundai,1,Liability,2,431,12,1,Social Media,531,0
111,0.0,64,Male,Urban,Kia,0,Collision,3,155,12,8,Social Media,-8,1
1425,0.0,55,Other,Suburban,BMW,2,Collision,2,257,6,2,Referral,1425,0
1376,0.0,58,Male,Rural,BMW,16,Comprehensive,2,277,12,4,Agent,1339,1
598,0.0,24,Female,Urban,Mercedes,6,Comprehensive,0,454,12,7,Social Media,652,4
853,0.0,31,Other,Urban,Volkswagen,9,Collision,1,235,12,7,Agent,690,0
134,0.0,60,Male,Urban,Mercedes,18,Comprehensive,0,127,12,8,Television,267,2
826,0.0,65,Male,Urban,Mercedes,8,Comprehensive,0,351,6,2,Referral,894,2
948,0.0,42,Female,Suburban,Hyundai,17,Comprehensive,4,122,12,2,Online,915,1
189,0.0,49,Other,Suburban,Toyota,14,Collision,3,188,6,3,Agent,296,1
875,0.0,55,Other,Urban,Chevrolet,16,Collision,2,335,6,5,Referral,954,1
704,0.0,39,Male,Urban,Kia,16,Third-Party,0,291,12,6,Referral,692,4
1069,0.0,33,Female,Suburban,Kia,18,Liability,0,449,12,0,Referral,1099,1
1121,0.0,69,Female,Rural,Ford,8,Third-Party,1,336,12,1,Online,998,2
517,0.0,46,Female,Urban,Hyundai,5,Comprehensive,1,304,12,2,Social Media,388,2
214,0.0,33,Female,Suburban,Honda,18,Comprehensive,3,258,12,0,Television,153,1
716,0.0,29,Female,Suburban,Kia,7,Third-Party,2,495,6,2,Social Media,823,3
1319,0.0,34,Female,Rural,Ford,5,Third-Party,0,278,12,3,Agent,1469,1
925,0.0,54,Other,Suburban,Volkswagen,16,Third-Party,4,442,12,5,Referral,1080,3
1198,0.0,44,Male,Urban,Chevrolet,5,Comprehensive,1,356,12,4,Social Media,1385,0
512,0.0,42,Male,Suburban,Ford,12,Comprehensive,0,230,6,5,Online,706,0
1499,0.0,30,Female,Urban,Chevrolet,1,Third-Party,4,155,12,8,Online,1482,2
828,0.0,25,Other,Suburban,Nissan,11,Collision,0,108,6,0,Television,861,0
1400,0.0,22,Other,Urban,Nissan,6,Liability,3,360,6,2,Social Media,1432,0
1120,0.0,29,Female,Urban,Toyota,5,Liability,3,327,6,7,Online,926,0
860,0.0,58,Male,Suburban,Toyota,16,Third-Party,4,32,6,8,Online,970,4
775,0.0,20,Female,Urban,Honda,7,Collision,1,125,6,1,Television,700,4
556,0.0,52,Other,Suburban,Ford,5,Liability,3,67,6,9,Agent,431,1
1019,0.0,50,Female,Suburban,Honda,18,Collision,1,244,12,4,Social Media,1207,3
291,0.0,39,Male,Suburban,Chevrolet,8,Liability,4,326,12,2,Agent,477,2
838,0.0,67,Male,Urban,Nissan,19,Liability,4,266,6,9,Referral,869,4
1222,0.0,61,Other,Suburban,Ford,15,Comprehensive,0,487,12,1,Agent,1265,4
1077,0.0,26,Female,Rural,Nissan,17,Collision,4,135,12,8,Online,1196,2
1108,0.0,58,Female,Urban,BMW,18,Liability,0,275,12,4,Online,1303,4
195,0.0,35,Other,Rural,Volkswagen,6,Collision,1,61,6,8,Agent,248,2
762,0.0,67,Female,Rural,Volkswagen,7,Third-Party,0,170,12,0,Agent,722,1
1313,0.0,46,Other,Rural,BMW,18,Third-Party,1,102,6,3,Referral,1243,1
136,0.0,56,Female,Rural,Kia,0,Collision,3,91,6,0,Referral,89,0
1492,0.0,44,Male,Suburban,Volkswagen,12,Liability,1,74,12,4,Social Media,1585,2
378,0.0,53,Other,Rural,Hyundai,0,Third-Party,2,113,6,4,Online,421,2
316,0.0,62,Female,Urban,Nissan,10,Third-Party,0,120,12,6,Social Media,348,1
966,0.0,34,Female,Rural,Mercedes,1,Liability,3,213,12,6,Social Media,799,4
972,0.0,51,Female,Rural,Nissan,2,Third-Party,1,483,12,7,Agent,966,2
1396,0.0,63,Other,Rural,Nissan,12,Third-Party,4,197,6,5,Online,1273,2
161,0.0,20,Male,Suburban,Honda,6,Liability,0,262,6,9,Social Media,197,4
695,0.0,22,Female,Rural,Mercedes,1,Collision,1,137,12,2,Agent,860,1
828,0.0,31,Other,Rural,Mercedes,1,Collision,3,167,6,8,Television,769,2
1465,0.0,20,Female,Rural,Hyundai,2,Liability,4,3,12,4,Referral,1345,2
496,0.0,40,Male,Urban,Toyota,12,Liability,0,200,12,8,Agent,374,4
798,0.0,56,Male,Suburban,Nissan,11,Collision,3,101,12,4,Agent,993,0
1142,0.0,47,Male,Suburban,Toyota,0,Liability,4,496,6,2,Social Media,1236,4
276,0.0,67,Other,Suburban,Kia,17,Collision,2,18,12,6,Agent,183,4
495,0.0,62,Female,Urban,Chevrolet,4,Collision,4,365,6,8,Agent,644,0
544,0.0,40,Other,Rural,Nissan,18,Comprehensive,0,480,12,0,Social Media,661,2
1356,0.0,44,Female,Urban,Mercedes,9,Third-Party,2,421,12,2,Agent,1332,0
175,0.0,27,Other,Suburban,Mercedes,5,Liability,1,21,12,6,Referral,289,3
364,0.0,42,Female,Suburban,BMW,17,Comprehensive,2,358,12,8,Online,470,0
554,0.0,30,Other,Suburban,Nissan,14,Collision,2,128,12,3,Social Media,593,1
817,0.0,33,Female,Urban,Hyundai,13,Liability,2,368,12,4,Television,907,2
834,0.0,58,Other,Suburban,Mercedes,15,Third-Party,4,436,12,7,Television,812,3
950,0.0,51,Male,Rural,Kia,3,Collision,2,148,6,3,Online,865,3
1490,0.0,54,Other,Urban,Nissan,18,Comprehensive,2,496,12,1,Referral,1320,0
243,0.0,39,Male,Rural,Hyundai,7,Collision,1,390,12,6,Agent,338,3
984,0.0,34,Male,Suburban,Nissan,0,Liability,2,237,12,1,Television,925,2
1192,0.0,40,Female,Suburban,Mercedes,19,Third-Party,4,6,12,5,Agent,1234,2
1222,0.0,53,Male,Urban,Honda,12,Collision,3,469,12,6,Referral,1145,4
495,0.0,66,Male,Rural,Toyota,8,Liability,3,332,12,7,Social Media,322,4
1148,0.0,26,Female,Urban,Kia,0,Liability,4,22,12,4,Online,1192,1
1047,0.0,69,Other,Rural,Hyundai,14,Collision,4,443,12,0,Referral,858,0
990,0.0,19,Other,Suburban,Nissan,14,Third-Party,2,469,6,2,Television,1150,3
1274,0.0,49,Male,Urban,Honda,13,Liability,4,89,12,9,Television,1143,4
1267,0.0,67,Other,Urban,Kia,4,Comprehensive,2,17,6,8,Online,1390,2
668,0.0,39,Male,Rural,Hyundai,16,Comprehensive,0,372,6,5,Social Media,564,3
1162,0.0,60,Other,Suburban,Honda,5,Third-Party,1,70,6,4,Referral,1017,0
208,0.0,30,Other,Suburban,Honda,8,Third-Party,1,65,6,0,Television,12,3
1165,0.0,25,Other,Rural,Nissan,19,Comprehensive,1,52,12,3,Television,1357,3
1309,0.0,18,Male,Rural,Ford,18,Third-Party,0,402,12,4,Social Media,1170,1
1034,0.0,34,Female,Rural,Kia,16,Comprehensive,1,191,6,1,Television,936,0
497,0.0,29,Other,Rural,Nissan,6,Collision,2,141,12,4,Television,634,3
1346,0.0,21,Other,Rural,Nissan,7,Comprehensive,3,24,6,2,Agent,1269,2
733,0.0,30,Other,Suburban,Toyota,14,Third-Party,1,249,6,7,Online,822,2
1256,0.0,48,Male,Suburban,Kia,5,Collision,1,32,6,9,Agent,1412,1
1286,0.0,58,Female,Urban,Ford,0,Third-Party,2,175,6,0,Television,1442,4
1338,0.0,24,Male,Suburban,BMW,8,Comprehensive,2,38,6,3,Social Media,1261,0
832,0.0,40,Other,Rural,Chevrolet,6,Collision,1,377,12,8,Online,749,3
334,0.0,41,Male,Suburban,Honda,19,Liability,4,367,6,0,Referral,428,1
757,0.0,22,Other,Suburban,Kia,18,Comprehensive,0,211,12,5,Referral,664,2
850,0.0,22,Other,Suburban,Volkswagen,3,Collision,3,363,6,5,Social Media,918,3
687,0.0,34,Male,Urban,Nissan,0,Liability,3,132,6,1,Referral,874,2
1132,0.0,47,Other,Urban,Hyundai,8,Third-Party,0,112,6,0,Agent,940,3
1197,0.0,26,Other,Rural,Honda,1,Comprehensive,1,148,12,0,Television,1196,0
1053,0.0,23,Female,Rural,Kia,15,Collision,1,314,12,9,Referral,1090,2
591,0.0,42,Male,Urban,Toyota,1,Liability,1,375,12,4,Agent,780,1
1012,0.0,36,Male,Suburban,Hyundai,2,Collision,1,76,6,4,Online,1100,1
1376,0.0,33,Other,Suburban,Hyundai,13,Collision,1,13,12,9,Social Media,1223,1
1353,0.0,38,Other,Urban,Toyota,12,Comprehensive,3,446,6,6,Online,1489,1
1297,0.0,19,Male,Rural,Volkswagen,16,Third-Party,1,53,12,8,Online,1246,4
1291,0.0,27,Male,Suburban,Kia,9,Liability,2,252,6,3,Agent,1268,3
269,0.0,33,Male,Rural,Toyota,2,Third-Party,4,463,12,3,Referral,343,3
1045,0.0,54,Other,Suburban,Mercedes,3,Liability,1,172,6,6,Agent,1128,3
894,0.0,32,Female,Rural,Hyundai,4,Collision,2,497,12,8,Referral,1068,4
733,0.0,30,Female,Suburban,Honda,10,Liability,3,433,6,6,Television,649,1
1317,0.0,30,Other,Rural,Mercedes,5,Liability,2,168,6,7,Social Media,1302,0
128,0.0,49,Other,Rural,Honda,0,Third-Party,0,91,12,9,Television,182,1
1288,0.0,62,Other,Rural,BMW,18,Liability,0,382,12,6,Referral,1450,4
438,0.0,64,Male,Urban,Nissan,6,Comprehensive,2,128,12,8,Referral,345,0
1488,0.0,63,Other,Rural,Kia,9,Third-Party,1,129,12,5,Online,1615,4
1465,0.0,25,Male,Urban,Chevrolet,11,Third-Party,1,71,6,8,Referral,1629,2
599,0.0,60,Female,Urban,Chevrolet,11,Comprehensive,1,254,6,2,Online,647,3
610,0.0,35,Other,Rural,Nissan,0,Comprehensive,2,140,12,3,Online,484,3
1450,0.0,53,Other,Urban,BMW,8,Third-Party,0,485,6,8,Social Media,1395,4
316,0.0,43,Male,Urban,Toyota,16,Third-Party,0,402,12,1,Referral,142,0
1424,0.0,27,Male,Urban,Kia,11,Third-Party,3,306,12,1,Television,1325,2
1255,0.0,48,Male,Suburban,Ford,1,Collision,0,125,6,9,Agent,1347,2
1193,0.0,50,Female,Rural,Mercedes,8,Liability,0,250,12,7,Online,1034,1
1375,0.0,46,Female,Urban,Hyundai,11,Comprehensive,4,1,12,9,Agent,1210,1
544,0.0,22,Other,Rural,Nissan,3,Collision,0,478,6,5,Online,704,0
975,0.0,30,Other,Urban,Chevrolet,11,Collision,2,9,12,4,Television,936,1
1305,0.0,18,Male,Rural,Ford,17,Collision,1,452,6,1,Online,1503,3
266,0.0,40,Female,Urban,Chevrolet,2,Liability,2,470,12,0,Social Media,126,4
190,0.0,57,Other,Suburban,BMW,0,Collision,1,373,6,2,Online,322,3
813,0.0,20,Male,Suburban,Ford,17,Third-Party,1,285,12,5,Referral,759,2
138,0.0,20,Male,Suburban,Toyota,7,Comprehensive,3,223,6,4,Social Media,37,2
1249,0.0,24,Female,Urban,Chevrolet,18,Liability,0,64,12,5,Online,1125,4
272,0.0,53,Female,Rural,Mercedes,3,Liability,3,108,6,6,Online,462,0
752,0.0,52,Other,Urban,Toyota,15,Third-Party,1,299,12,6,Agent,552,2
853,0.0,32,Other,Suburban,Toyota,16,Comprehensive,4,41,12,2,Online,668,0
1343,0.0,57,Male,Urban,Hyundai,8,Collision,4,258,12,9,Social Media,1358,3
